"","subject_ids","num_class","diff_species","choice","propvote","classification_id","Imj1","Imj2","Img3","ForestName","species"
"330",37161554,5,2,"OTHERBIRD",0.2,189148084,"11_21_BC_001822.JPG","11_21_BC_001823.JPG","11_21_BC_001824.JPG","BC","OTHERBIRD"
"331",37161619,5,2,"OTHERBIRD",0.2,189691688,"11_21_BC_002056.JPG","11_21_BC_002057.JPG","11_21_BC_002058.JPG","BC","OTHERBIRD"
"332",37161628,5,2,"OTHERBIRD",0.2,208800994,"11_21_BC_002083.JPG","11_21_BC_002084.JPG","11_21_BC_002085.JPG","BC","OTHERBIRD"
"333",37161662,5,2,"SOMETHINGHERE",0.2,189688566,"11_21_BC_002185.JPG","11_21_BC_002186.JPG","11_21_BC_002187.JPG","BC","SOMETHINGHERE"
"334",37161663,5,2,"NOTHINGHERE",0.6,187204731,"11_21_BC_002191.JPG","11_21_BC_002192.JPG","11_21_BC_002193.JPG","BC","NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"335",37161689,4,2,"NOTHINGHERE",0.75,188039505,"11_21_BC_002293.JPG","11_21_BC_002294.JPG","11_21_BC_002295.JPG","BC","NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, OTHERBIRD"
"336",37161701,5,3,"SOMETHINGHERE",0.4,188081203,"11_21_BC_002332.JPG","11_21_BC_002333.JPG","11_21_BC_002334.JPG","BC","NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY"
"337",37161716,5,2,"OTHERSMALLMAMMAL",0.2,191293584,"11_21_BC_002386.JPG","11_21_BC_002387.JPG","11_21_BC_002388.JPG","BC","OTHERSMALLMAMMAL"
"338",37161735,5,2,"SOMETHINGHERE",0.2,206977322,"11_21_BC_002449.JPG","11_21_BC_002450.JPG","11_21_BC_002451.JPG","BC","SOMETHINGHERE"
"339",37161792,5,2,"SOMETHINGHERE",0.2,190491107,"11_21_BC_002668.JPG","11_21_BC_002669.JPG",NA,"BC","SOMETHINGHERE"
"340",37161794,5,2,"FOXRED",0.2,187428509,"11_21_BC_002674.JPG","11_21_BC_002675.JPG",NA,"BC","FOXRED"
"341",37161879,5,2,"FOXRED",0.6,189451256,"14_05_DON_000001.JPG","14_05_DON_000002.JPG","14_05_DON_000003.JPG","DON","FOXGRAY, FOXGRAY, FOXRED, FOXRED, FOXRED"
"342",37161880,5,3,"FISHER",0.6,189875047,"14_05_DON_000004.JPG","14_05_DON_000005.JPG","14_05_DON_000006.JPG","DON","BEAVER, FISHER, FISHER, FISHER, SOMETHINGHERE"
"343",37161881,5,4,"SOMETHINGHERE",0.4,189073242,"14_05_DON_000007.JPG","14_05_DON_000008.JPG","14_05_DON_000009.JPG","DON","AMERICANPINEMARTEN, FOXGRAY, FOXRED, SOMETHINGHERE, SOMETHINGHERE"
"344",37161882,5,2,"FOXRED",0.6,188229507,"14_05_DON_000010.JPG","14_05_DON_000011.JPG","14_05_DON_000012.JPG","DON","FOXGRAY, FOXGRAY, FOXRED, FOXRED, FOXRED"
"345",37161884,5,2,"OTHERBIRD",0.2,190700469,"14_05_DON_000025.JPG","14_05_DON_000026.JPG",NA,"DON","OTHERBIRD"
"346",37161903,5,2,"SOMETHINGHERE",0.6,188656476,"15_35_DEG_000004.JPG","15_35_DEG_000005.JPG","15_35_DEG_000006.JPG","DEG","FISHER, FISHER, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"347",37161907,5,3,"FISHER",0.6,187611248,"15_35_DEG_000019.JPG","15_35_DEG_000020.JPG","15_35_DEG_000021.JPG","DEG","AMERICANPINEMARTEN, FISHER, FISHER, FISHER, NOTHINGHERE"
"348",37161908,5,4,"RACCOON",0.4,195408826,"15_35_DEG_000022.JPG","15_35_DEG_000023.JPG","15_35_DEG_000024.JPG","DEG","PORCUPINE, RACCOON, RACCOON, SOMETHINGHERE, WOODCHUCK"
"349",37161916,5,4,"COTTONTAILRABBIT",0.4,187456001,"17_08_BC_000007.JPG","17_08_BC_000008.JPG","17_08_BC_000009.JPG","BC","COTTONTAILRABBIT, COTTONTAILRABBIT, NOTHINGHERE, SNOWSHOEHARE, SOMETHINGHERE"
"350",37161918,5,2,"DEERWHITETAILED",0.2,191290857,"17_08_BC_000013.JPG","17_08_BC_000014.JPG","17_08_BC_000015.JPG","BC","DEERWHITETAILED"
"351",37161927,5,2,"PORCUPINE",0.6,191141878,"17_08_BC_000046.JPG","17_08_BC_000047.JPG","17_08_BC_000048.JPG","BC","BEAVER, BEAVER, PORCUPINE, PORCUPINE, PORCUPINE"
"352",37161932,5,2,"COTTONTAILRABBIT",0.2,187467409,"17_08_BC_000070.JPG","17_08_BC_000071.JPG","17_08_BC_000072.JPG","BC","COTTONTAILRABBIT"
"353",37161938,5,3,"BOBCAT",0.6,188896088,"17_08_BC_000088.JPG","17_08_BC_000089.JPG","17_08_BC_000090.JPG","BC","BLACKBEAR, BOBCAT, BOBCAT, BOBCAT, SOMETHINGHERE"
"354",37161940,5,3,"PORCUPINE",0.4,190335873,"17_08_BC_000094.JPG","17_08_BC_000095.JPG","17_08_BC_000096.JPG","BC","PORCUPINE, PORCUPINE, RACCOON, SOMETHINGHERE, SOMETHINGHERE"
"355",37161941,5,2,"FISHER",0.6,188516046,"17_08_BC_000097.JPG","17_08_BC_000098.JPG","17_08_BC_000099.JPG","BC","FISHER, FISHER, FISHER, MINK, MINK"
"356",37161961,5,2,"SOMETHINGHERE",0.2,187214178,"17_08_BC_000169.JPG","17_08_BC_000170.JPG","17_08_BC_000171.JPG","BC","SOMETHINGHERE"
"357",37161983,5,2,"OTHERBIRD",0.2,190857531,"17_08_BC_000253.JPG","17_08_BC_000254.JPG","17_08_BC_000255.JPG","BC","OTHERBIRD"
"358",37161985,5,2,"SOMETHINGHERE",0.2,209231491,"17_08_BC_000262.JPG","17_08_BC_000263.JPG","17_08_BC_000264.JPG","BC","SOMETHINGHERE"
"359",37161987,5,2,"SOMETHINGHERE",0.2,189392533,"17_08_BC_000268.JPG","17_08_BC_000269.JPG","17_08_BC_000270.JPG","BC","SOMETHINGHERE"
"360",37161989,5,2,"NOTHINGHERE",0.2,204346783,"17_08_BC_000274.JPG","17_08_BC_000275.JPG","17_08_BC_000276.JPG","BC","NOTHINGHERE"
"361",37162033,5,2,"DEERWHITETAILED",0.2,192356829,"18_40_WHIP_000133.JPG","18_40_WHIP_000134.JPG","18_40_WHIP_000135.JPG","WHIP","DEERWHITETAILED"
"362",37162034,5,3,"COYOTE",0.4,188555374,"18_40_WHIP_000136.JPG","18_40_WHIP_000137.JPG","18_40_WHIP_000138.JPG","WHIP","COYOTE, COYOTE, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE"
"363",37162037,5,2,"NOTHINGHERE",0.6,189354048,"18_40_WHIP_000145.JPG","18_40_WHIP_000146.JPG","18_40_WHIP_000147.JPG","WHIP","NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"364",37162039,5,4,"COYOTE",0.4,191624578,"18_40_WHIP_000151.JPG","18_40_WHIP_000152.JPG","18_40_WHIP_000153.JPG","WHIP","COYOTE, COYOTE, DEERWHITETAILED, NOTHINGHERE, SOMETHINGHERE"
"365",37162040,5,2,"NOTHINGHERE",0.2,190437882,"18_40_WHIP_000154.JPG","18_40_WHIP_000155.JPG","18_40_WHIP_000156.JPG","WHIP","NOTHINGHERE"
"366",37162042,5,2,"SOMETHINGHERE",0.6,188039725,"18_40_WHIP_000160.JPG","18_40_WHIP_000161.JPG","18_40_WHIP_000162.JPG","WHIP","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"367",37162053,5,2,"GROUSESPRUCE",0.2,188522145,"18_40_WHIP_000193.JPG","18_40_WHIP_000194.JPG","18_40_WHIP_000195.JPG","WHIP","GROUSESPRUCE"
"368",37162057,5,2,"DOMESTICDOG",0.5,188728134,"18_40_WHIP_000205.JPG","18_40_WHIP_000206.JPG","18_40_WHIP_000207.JPG","WHIP","DOMESTICDOG, DOMESTICDOG, DOMESTICDOG, DOMESTICDOG, DOMESTICDOG, HUMAN, HUMAN, HUMAN, HUMAN, HUMAN"
"369",37162060,5,3,"WEASEL",0.6,191538179,"18_40_WHIP_000214.JPG","18_40_WHIP_000215.JPG","18_40_WHIP_000216.JPG","WHIP","CHIPMUNK, SOMETHINGHERE, WEASEL, WEASEL, WEASEL"
"370",37162062,5,4,"RACCOON",0.333333333333333,189488178,"18_40_WHIP_000220.JPG","18_40_WHIP_000221.JPG","18_40_WHIP_000222.JPG","WHIP","OTHERBIRD, PORCUPINE, RACCOON, RACCOON, SOMETHINGHERE, SOMETHINGHERE"
"371",37162063,5,3,"COYOTE",0.4,188338823,"18_40_WHIP_000223.JPG","18_40_WHIP_000224.JPG","18_40_WHIP_000225.JPG","WHIP","COYOTE, COYOTE, FOXGRAY, FOXRED, FOXRED"
"372",37162064,5,3,"PORCUPINE",0.6,188077536,"18_40_WHIP_000226.JPG","18_40_WHIP_000227.JPG","18_40_WHIP_000228.JPG","WHIP","BEAVER, MUSKRAT, PORCUPINE, PORCUPINE, PORCUPINE"
"373",37162065,5,2,"SQUIRRELGRAY",0.6,187504814,"18_40_WHIP_000229.JPG","18_40_WHIP_000230.JPG","18_40_WHIP_000231.JPG","WHIP","NOTHINGHERE, NOTHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY"
"374",37162069,5,3,"FOXGRAY",0.4,189905770,"21_01_DON_0013.JPG","21_01_DON_0014.JPG","21_01_DON_0015.JPG","DON","COYOTE, FOXGRAY, FOXGRAY, FOXRED, FOXRED"
"375",37162131,5,2,"SOMETHINGHERE",0.2,192531816,"22_31_WF_0019.JPG","22_31_WF_0020.JPG",NA,"WF","SOMETHINGHERE"
"376",37162133,4,2,"DEERWHITETAILED",0.5,191011237,"22_31_WF_0028.JPG","22_31_WF_0029.JPG","22_31_WF_0030.JPG","WF","DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE"
"377",37162135,5,2,"AMERICANPINEMARTEN",0.2,190436883,"22_31_WF_0034.JPG","22_31_WF_0035.JPG","22_31_WF_0036.JPG","WF","AMERICANPINEMARTEN"
"378",37162162,5,2,"NOTHINGHERE",0.166666666666667,192952724,"22_31_WF_0118.JPG","22_31_WF_0119.JPG","22_31_WF_0120.JPG","WF","NOTHINGHERE"
"379",37162166,5,2,"SOMETHINGHERE",0.2,190241394,"22_31_WF_0130.JPG","22_31_WF_0131.JPG","22_31_WF_0132.JPG","WF","SOMETHINGHERE"
"380",37162186,5,2,"SOMETHINGHERE",0.2,187510052,"22_31_WF_0196.JPG","22_31_WF_0197.JPG","22_31_WF_0198.JPG","WF","SOMETHINGHERE"
"381",37162192,5,2,"COTTONTAILRABBIT",0.6,188660154,"22_31_WF_0214.JPG","22_31_WF_0215.JPG","22_31_WF_0216.JPG","WF","COTTONTAILRABBIT, COTTONTAILRABBIT, COTTONTAILRABBIT, SNOWSHOEHARE, SNOWSHOEHARE"
"382",37162198,5,2,"DEERWHITETAILED",0.2,187506580,"22_31_WF_0232.JPG","22_31_WF_0233.JPG","22_31_WF_0234.JPG","WF","DEERWHITETAILED"
"383",37162205,5,2,"NOTHINGHERE",0.2,190458453,"22_31_WF_0259.JPG","22_31_WF_0260.JPG","22_31_WF_0261.JPG","WF","NOTHINGHERE"
"384",37162206,5,2,"NOTHINGHERE",0.2,190188069,"22_31_WF_0262.JPG","22_31_WF_0263.JPG","22_31_WF_0264.JPG","WF","NOTHINGHERE"
"385",37162207,5,3,"OTHERSMALLMAMMAL",0.4,188080800,"22_31_WF_0265.JPG","22_31_WF_0266.JPG","22_31_WF_0267.JPG","WF","CHIPMUNK, OTHERSMALLMAMMAL, OTHERSMALLMAMMAL, SOMETHINGHERE, SOMETHINGHERE"
"386",37162209,5,3,"BEAVER",0.4,190850195,"22_31_WF_0271.JPG","22_31_WF_0272.JPG","22_31_WF_0273.JPG","WF","BEAVER, BEAVER, PORCUPINE, PORCUPINE, WOODCHUCK"
"387",37162213,5,3,"NOTHINGHERE",0.6,190516344,"23_16_SH_0010.JPG","23_16_SH_0011.JPG","23_16_SH_0012.JPG","SH","FOXGRAY, NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE"
"388",37162215,5,2,"NOTHINGHERE",0.2,188977911,"23_16_SH_0016.JPG","23_16_SH_0017.JPG","23_16_SH_0018.JPG","SH","NOTHINGHERE"
"389",37162219,5,2,"SOMETHINGHERE",0.6,188622043,"23_16_SH_0034.JPG","23_16_SH_0035.JPG","23_16_SH_0036.JPG","SH","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"390",37162222,5,2,"OPOSSUM",0.2,186790691,"23_16_SH_0043.JPG","23_16_SH_0044.JPG","23_16_SH_0045.JPG","SH","OPOSSUM"
"391",37162223,5,2,"OTHERBIRD",0.2,190348940,"23_16_SH_0046.JPG","23_16_SH_0047.JPG","23_16_SH_0048.JPG","SH","OTHERBIRD"
"392",37162224,5,3,"NOTHINGHERE",0.4,189993912,"23_16_SH_0049.JPG","23_16_SH_0050.JPG","23_16_SH_0051.JPG","SH","NOTHINGHERE, NOTHINGHERE, OTHERSMALLMAMMAL, OTHERSMALLMAMMAL, SOMETHINGHERE"
"393",37162225,4,2,"OTHERBIRD",0.75,189717819,"23_16_SH_0052.JPG","23_16_SH_0053.JPG","23_16_SH_0054.JPG","SH","NOTHINGHERE, OTHERBIRD, OTHERBIRD, OTHERBIRD"
"394",37162228,5,3,"OTHERBIRD",0.4,187746919,"23_16_SH_0067.JPG","23_16_SH_0068.JPG","23_16_SH_0069.JPG","SH","CHIPMUNK, OTHERBIRD, OTHERBIRD, SOMETHINGHERE, SOMETHINGHERE"
"395",37162229,5,2,"GROUSERUFFED",0.2,188040205,"23_16_SH_0070.JPG","23_16_SH_0071.JPG","23_16_SH_0072.JPG","SH","GROUSERUFFED"
"396",37162238,5,2,"RACCOON",0.2,191482305,"23_16_SH_0103.JPG","23_16_SH_0104.JPG","23_16_SH_0105.JPG","SH","RACCOON"
"397",37162243,4,2,"DEERWHITETAILED",0.75,191763048,"24_18_BC_0016.JPG","24_18_BC_0017.JPG","24_18_BC_0018.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE"
"398",37162244,5,4,"FISHER",0.4,190602409,"24_18_BC_0019.JPG","24_18_BC_0020.JPG","24_18_BC_0021.JPG","BC","AMERICANPINEMARTEN, FISHER, FISHER, MINK, WEASEL"
"399",37162247,5,2,"NOTHINGHERE",0.2,190720797,"24_18_BC_0028.JPG","24_18_BC_0029.JPG","24_18_BC_0030.JPG","BC","NOTHINGHERE"
"400",37162248,5,2,"SOMETHINGHERE",0.6,187905861,"24_18_BC_0031.JPG","24_18_BC_0032.JPG","24_18_BC_0033.JPG","BC","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"401",37162252,5,2,"SOMETHINGHERE",0.2,191031533,"24_18_BC_0043.JPG","24_18_BC_0044.JPG","24_18_BC_0045.JPG","BC","SOMETHINGHERE"
"402",37162255,5,2,"SOMETHINGHERE",0.2,197422808,"24_18_BC_0052.JPG","24_18_BC_0053.JPG","24_18_BC_0054.JPG","BC","SOMETHINGHERE"
"403",37162256,5,3,"SQUIRRELGRAY",0.6,187459398,"24_18_BC_0055.JPG","24_18_BC_0056.JPG","24_18_BC_0057.JPG","BC","NOTHINGHERE, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELRED"
"404",37162264,5,2,"OTHERSMALLMAMMAL",0.2,190262557,"24_18_BC_0088.JPG","24_18_BC_0089.JPG","24_18_BC_0090.JPG","BC","OTHERSMALLMAMMAL"
"405",37162265,5,2,"SOMETHINGHERE",0.6,190523197,"24_18_BC_0091.JPG","24_18_BC_0092.JPG","24_18_BC_0093.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"406",37162266,4,2,"RACCOON",0.75,189285218,"24_18_BC_0097.JPG","24_18_BC_0098.JPG","24_18_BC_0099.JPG","BC","AMERICANPINEMARTEN, RACCOON, RACCOON, RACCOON"
"407",37162269,5,2,"DEERWHITETAILED",0.6,187466195,"24_18_BC_0106.JPG","24_18_BC_0107.JPG","24_18_BC_0108.JPG","BC","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, SOMETHINGHERE, SOMETHINGHERE"
"408",37162273,5,2,"OTHERSMALLMAMMAL",0.166666666666667,187505186,"24_18_BC_0118.JPG","24_18_BC_0119.JPG","24_18_BC_0120.JPG","BC","OTHERSMALLMAMMAL"
"409",37162278,5,2,"SOMETHINGHERE",0.2,188978973,"24_18_BC_0133.JPG","24_18_BC_0134.JPG","24_18_BC_0135.JPG","BC","SOMETHINGHERE"
"410",37162279,4,2,"SQUIRRELGRAY",0.75,188841388,"24_18_BC_0136.JPG","24_18_BC_0137.JPG","24_18_BC_0138.JPG","BC","SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELRED"
"411",37162295,5,2,"SOMETHINGHERE",0.2,208802472,"24_18_BC_0202.JPG","24_18_BC_0203.JPG","24_18_BC_0204.JPG","BC","SOMETHINGHERE"
"412",37162305,5,2,"OTHERSMALLMAMMAL",0.2,191027290,"24_18_BC_0244.JPG","24_18_BC_0245.JPG","24_18_BC_0246.JPG","BC","OTHERSMALLMAMMAL"
"413",37162306,5,2,"OTHERSMALLMAMMAL",0.2,190992908,"24_18_BC_0250.JPG","24_18_BC_0251.JPG","24_18_BC_0252.JPG","BC","OTHERSMALLMAMMAL"
"414",37162319,5,2,"SOMETHINGHERE",0.2,190652017,"24_18_BC_0301.JPG","24_18_BC_0302.JPG","24_18_BC_0303.JPG","BC","SOMETHINGHERE"
"415",37162335,5,2,"SOMETHINGHERE",0.2,187457629,"24_18_BC_0361.JPG","24_18_BC_0362.JPG","24_18_BC_0363.JPG","BC","SOMETHINGHERE"
"416",37162339,5,2,"PORCUPINE",0.2,187729888,"24_18_BC_0376.JPG","24_18_BC_0377.JPG","24_18_BC_0378.JPG","BC","PORCUPINE"
"417",37162347,5,2,"CHIPMUNK",0.2,190985812,"24_18_BC_0427.JPG","24_18_BC_0428.JPG",NA,"BC","CHIPMUNK"
"418",37162359,5,2,"SOMETHINGHERE",0.2,190246057,"24_18_BC_0484.JPG","24_18_BC_0485.JPG","24_18_BC_0486.JPG","BC","SOMETHINGHERE"
"419",37162382,5,3,"DEERWHITETAILED",0.6,188991232,"27_03_DON_0022.JPG","27_03_DON_0023.JPG","27_03_DON_0024.JPG","DON","DEERWHITETAILED, DEERWHITETAILED, DEERWHITETAILED, MOOSE, SOMETHINGHERE"
"420",37162384,4,3,"NOTHINGHERE",0.5,190483144,"27_03_DON_0028.JPG","27_03_DON_0029.JPG","27_03_DON_0030.JPG","DON","NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SQUIRRELGRAY"
"421",37162387,5,2,"SOMETHINGHERE",0.6,189226167,"27_03_DON_0040.JPG","27_03_DON_0041.JPG","27_03_DON_0042.JPG","DON","HUMAN, HUMAN, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"422",37162391,5,3,"SOMETHINGHERE",0.666666666666667,190198294,"28_38_DEG_0010.JPG","28_38_DEG_0011.JPG","28_38_DEG_0012.JPG","DEG","DEERWHITETAILED, HUMAN, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"423",37162402,5,2,"NOTHINGHERE",0.6,188338305,"28_38_DEG_0046.JPG","28_38_DEG_0047.JPG","28_38_DEG_0048.JPG","DEG","HUMAN, HUMAN, NOTHINGHERE, NOTHINGHERE, NOTHINGHERE"
"424",37162412,5,3,"NOTHINGHERE",0.4,187910583,"28_38_DEG_0103.JPG","28_38_DEG_0104.JPG","28_38_DEG_0105.JPG","DEG","COYOTE, NOTHINGHERE, NOTHINGHERE, SOMETHINGHERE, SOMETHINGHERE"
"425",37162435,5,2,"NOTHINGHERE",0.2,190438362,"29_12_DEG_0034.JPG","29_12_DEG_0035.JPG","29_12_DEG_0036.JPG","DEG","NOTHINGHERE"
"426",37162445,5,2,"FOXRED",0.2,206878572,"29_12_DEG_0064.JPG","29_12_DEG_0065.JPG","29_12_DEG_0066.JPG","DEG","FOXRED"
"427",37162446,5,3,"PORCUPINE",0.4,187205720,"30_22_BC_0001.JPG","30_22_BC_0002.JPG","30_22_BC_0003.JPG","BC","BEAVER, PORCUPINE, PORCUPINE, SOMETHINGHERE, SOMETHINGHERE"
"428",37162447,5,2,"SOMETHINGHERE",0.2,192794865,"30_22_BC_0004.JPG","30_22_BC_0005.JPG","30_22_BC_0006.JPG","BC","SOMETHINGHERE"
"429",37162449,5,2,"SOMETHINGHERE",0.2,195047247,"30_22_BC_0010.JPG","30_22_BC_0011.JPG","30_22_BC_0012.JPG","BC","SOMETHINGHERE"
"430",37162450,5,2,"SOMETHINGHERE",0.2,200102168,"30_22_BC_0013.JPG","30_22_BC_0014.JPG","30_22_BC_0015.JPG","BC","SOMETHINGHERE"
"431",37162452,5,2,"BEAVER",0.2,190188808,"30_22_BC_0019.JPG","30_22_BC_0020.JPG","30_22_BC_0021.JPG","BC","BEAVER"
"432",37162458,5,2,"SOMETHINGHERE",0.2,194958606,"30_22_BC_0037.JPG","30_22_BC_0038.JPG","30_22_BC_0039.JPG","BC","SOMETHINGHERE"
"433",37162459,5,2,"SQUIRRELRED",0.2,188406019,"30_22_BC_0040.JPG","30_22_BC_0041.JPG","30_22_BC_0042.JPG","BC","SQUIRRELRED"
"434",37162470,5,2,"NOTHINGHERE",0.2,190462357,"30_22_BC_0073.JPG","30_22_BC_0074.JPG","30_22_BC_0075.JPG","BC","NOTHINGHERE"
"435",37162530,5,2,"VULTURE",0.2,187764707,"30_22_BC_0361.JPG","30_22_BC_0362.JPG","30_22_BC_0363.JPG","BC","VULTURE"
"436",37162539,5,2,"NOTHINGHERE",0.2,190489758,"30_22_BC_0394.JPG","30_22_BC_0395.JPG","30_22_BC_0396.JPG","BC","NOTHINGHERE"
"437",37162544,5,2,"OTHERBIRD",0.2,191292522,"30_22_BC_0418.JPG","30_22_BC_0419.JPG","30_22_BC_0420.JPG","BC","OTHERBIRD"
"438",37162546,5,2,"SOMETHINGHERE",0.2,190198207,"30_22_BC_0430.JPG","30_22_BC_0431.JPG","30_22_BC_0432.JPG","BC","SOMETHINGHERE"
"439",37162547,5,2,"BEAVER",0.2,190343922,"30_22_BC_0433.JPG","30_22_BC_0434.JPG","30_22_BC_0435.JPG","BC","BEAVER"
"440",37162548,5,2,"RACCOON",0.2,190384886,"30_22_BC_0436.JPG","30_22_BC_0437.JPG","30_22_BC_0438.JPG","BC","RACCOON"
"441",37162555,5,2,"NOTHINGHERE",0.2,190698731,"30_22_BC_0466.JPG","30_22_BC_0467.JPG","30_22_BC_0468.JPG","BC","NOTHINGHERE"
"442",37162556,5,2,"SOMETHINGHERE",0.2,187203295,"30_22_BC_0469.JPG","30_22_BC_0470.JPG","30_22_BC_0471.JPG","BC","SOMETHINGHERE"
"443",37162558,5,2,"OTHERBIRD",0.2,187470911,"30_22_BC_0475.JPG","30_22_BC_0476.JPG",NA,"BC","OTHERBIRD"
"444",37162561,5,2,"SQUIRRELRED",0.2,189170060,"30_22_BC_0487.JPG","30_22_BC_0488.JPG","30_22_BC_0489.JPG","BC","SQUIRRELRED"
"445",37162565,5,3,"FISHER",0.6,190864298,"31_41_WHIP_0004.JPG","31_41_WHIP_0005.JPG","31_41_WHIP_0006.JPG","WHIP","FISHER, FISHER, FISHER, MINK, WEASEL"
"446",37162567,5,2,"SQUIRRELGRAY",0.6,190695949,"31_41_WHIP_0010.JPG","31_41_WHIP_0011.JPG","31_41_WHIP_0012.JPG","WHIP","SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELRED, SQUIRRELRED"
"447",37162574,5,2,"OTHERSMALLMAMMAL",0.2,190197486,"32_39_WHIP_0007.JPG","32_39_WHIP_0008.JPG","32_39_WHIP_0009.JPG","WHIP","OTHERSMALLMAMMAL"
"448",37814442,5,2,"SOMETHINGHERE",0.2,191609944,"08_23_DEG_000049.jpg","08_23_DEG_000052.jpg",NA,NA,"SOMETHINGHERE"
"449",37814469,5,2,"SNOWSHOEHARE",0.6,190466451,"08_23_DEG_000058.jpg","08_23_DEG_000059.jpg","08_23_DEG_000060.jpg",NA,"COTTONTAILRABBIT, COTTONTAILRABBIT, SNOWSHOEHARE, SNOWSHOEHARE, SNOWSHOEHARE"
"450",37814472,5,2,"SNOWSHOEHARE",0.6,188450622,"08_23_DEG_000037.jpg","08_23_DEG_000038.jpg","08_23_DEG_000039.jpg",NA,"COTTONTAILRABBIT, COTTONTAILRABBIT, SNOWSHOEHARE, SNOWSHOEHARE, SNOWSHOEHARE"
"451",37814474,5,2,"SNOWSHOEHARE",0.2,190996553,"08_23_DEG_000112.jpg","08_23_DEG_000113.jpg","08_23_DEG_000114.jpg",NA,"SNOWSHOEHARE"
"452",37814475,5,4,"NOTHINGHERE",0.4,190615402,"08_23_DEG_000115.jpg","08_23_DEG_000116.jpg","08_23_DEG_000117.jpg",NA,"COTTONTAILRABBIT, NOTHINGHERE, NOTHINGHERE, SNOWSHOEHARE, SOMETHINGHERE"
"453",37814477,5,2,"COTTONTAILRABBIT",0.2,201016379,"08_23_DEG_000178.jpg","08_23_DEG_000179.jpg","08_23_DEG_000180.jpg",NA,"COTTONTAILRABBIT"
"454",37814478,5,3,"COTTONTAILRABBIT",0.4,188230127,"08_23_DEG_000019.jpg","08_23_DEG_000020.jpg","08_23_DEG_000021.jpg",NA,"COTTONTAILRABBIT, COTTONTAILRABBIT, OTHERSMALLMAMMAL, SNOWSHOEHARE, SNOWSHOEHARE"
"455",37814479,5,2,"NOTHINGHERE",0.6,189904995,"08_23_DEG_000022.jpg","08_23_DEG_000023.jpg","08_23_DEG_000024.jpg",NA,"NOTHINGHERE, NOTHINGHERE, NOTHINGHERE, SNOWSHOEHARE, SNOWSHOEHARE"
"456",37814480,5,2,"SQUIRRELRED",0.6,189171499,"08_23_DEG_000181.jpg","08_23_DEG_000182.jpg","08_23_DEG_000183.jpg",NA,"SQUIRRELGRAY, SQUIRRELGRAY, SQUIRRELRED, SQUIRRELRED, SQUIRRELRED"
"457",37814481,5,2,"COTTONTAILRABBIT",0.2,208632283,"08_23_DEG_000157.jpg","08_23_DEG_000158.jpg","08_23_DEG_000159.jpg",NA,"COTTONTAILRABBIT"
"458",37814482,5,3,"SNOWSHOEHARE",0.4,188792232,"08_23_DEG_000160.jpg","08_23_DEG_000161.jpg","08_23_DEG_000162.jpg",NA,"COTTONTAILRABBIT, SNOWSHOEHARE, SNOWSHOEHARE, SOMETHINGHERE, SOMETHINGHERE"
"459",37814483,5,3,"COTTONTAILRABBIT",0.4,188658669,"08_23_DEG_000163.jpg","08_23_DEG_000164.jpg","08_23_DEG_000165.jpg",NA,"BEAVER, COTTONTAILRABBIT, COTTONTAILRABBIT, SNOWSHOEHARE, SNOWSHOEHARE"
"460",37814484,5,4,"SOMETHINGHERE",0.4,188991725,"08_23_DEG_000073.jpg","08_23_DEG_000074.jpg","08_23_DEG_000075.jpg",NA,"COTTONTAILRABBIT, DEERWHITETAILED, SNOWSHOEHARE, SOMETHINGHERE, SOMETHINGHERE"
